rna_id	model_tool	structure_file	confidence	energy	source_version	fetch_date
URS000005E58C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000005E58C_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000005E7DD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000005E7DD_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS000005E91B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000005E91B_9606.dbn		-0.90	ViennaRNA:2.7.2	2026-04-12
URS000005FEE9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000005FEE9_9606.dbn		-1.00	ViennaRNA:2.7.2	2026-04-12
URS0000062B37_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000062B37_9606.dbn		-4.40	ViennaRNA:2.7.2	2026-04-12
URS000006372A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006372A_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS0000064063_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000064063_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000064E13_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000064E13_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS0000065566_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000065566_9606.dbn		-2.60	ViennaRNA:2.7.2	2026-04-12
URS0000065D58_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000065D58_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000065FDF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000065FDF_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00000672B5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000672B5_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000068B85_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000068B85_9606.dbn		-4.20	ViennaRNA:2.7.2	2026-04-12
URS0000068BEA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000068BEA_9606.dbn		-5.20	ViennaRNA:2.7.2	2026-04-12
URS000006983A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006983A_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000006A1CB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006A1CB_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS000006B702_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006B702_9606.dbn		-1.50	ViennaRNA:2.7.2	2026-04-12
URS000006BE7D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006BE7D_9606.dbn		-4.40	ViennaRNA:2.7.2	2026-04-12
URS000006F90B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006F90B_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS000006FDD4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000006FDD4_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS0000070B1D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000070B1D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000070CD2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000070CD2_9606.dbn		-1.60	ViennaRNA:2.7.2	2026-04-12
URS00000726BD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000726BD_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS0000072E4C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000072E4C_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000753AD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000753AD_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS0000076995_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000076995_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS0000076E54_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000076E54_9606.dbn		-3.20	ViennaRNA:2.7.2	2026-04-12
URS0000077AED_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000077AED_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000077DDE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000077DDE_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS0000077E9F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000077E9F_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS0000078918_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000078918_9606.dbn		-3.90	ViennaRNA:2.7.2	2026-04-12
URS0000079D48_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000079D48_9606.dbn		-3.70	ViennaRNA:2.7.2	2026-04-12
URS0000079F78_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000079F78_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS000007A060_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000007A060_9606.dbn		-3.30	ViennaRNA:2.7.2	2026-04-12
URS000007A1BB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000007A1BB_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000007BE64_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000007BE64_9606.dbn		-1.90	ViennaRNA:2.7.2	2026-04-12
URS000007D64A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000007D64A_9606.dbn		-5.00	ViennaRNA:2.7.2	2026-04-12
URS000007F792_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000007F792_9606.dbn		-3.20	ViennaRNA:2.7.2	2026-04-12
URS0000080D0A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000080D0A_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS0000081D1E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000081D1E_9606.dbn		-0.70	ViennaRNA:2.7.2	2026-04-12
URS0000081E1F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000081E1F_9606.dbn		-2.00	ViennaRNA:2.7.2	2026-04-12
URS00000821E0_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000821E0_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS0000083D87_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000083D87_9606.dbn		-5.70	ViennaRNA:2.7.2	2026-04-12
URS0000085250_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000085250_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000085D5C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000085D5C_9606.dbn		-5.80	ViennaRNA:2.7.2	2026-04-12
URS0000085F64_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000085F64_9606.dbn		-1.50	ViennaRNA:2.7.2	2026-04-12
URS0000086029_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000086029_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS0000086A4D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000086A4D_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS0000087207_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000087207_9606.dbn		-3.70	ViennaRNA:2.7.2	2026-04-12
URS0000088093_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000088093_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000008931A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000008931A_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS000008AA34_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000008AA34_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000008B558_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000008B558_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS000008C563_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000008C563_9606.dbn		-2.10	ViennaRNA:2.7.2	2026-04-12
URS000008DA94_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000008DA94_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00000913AC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000913AC_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS000009262D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000009262D_9606.dbn		-6.00	ViennaRNA:2.7.2	2026-04-12
URS00000939AF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000939AF_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000096022_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000096022_9606.dbn		-4.20	ViennaRNA:2.7.2	2026-04-12
URS00000962CC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000962CC_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000097E9E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000097E9E_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000097EFE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000097EFE_9606.dbn		-8.10	ViennaRNA:2.7.2	2026-04-12
URS0000098B3B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000098B3B_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS0000099F48_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000099F48_9606.dbn		-3.60	ViennaRNA:2.7.2	2026-04-12
URS000009A9A2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000009A9A2_9606.dbn		-3.50	ViennaRNA:2.7.2	2026-04-12
URS000009C1E9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000009C1E9_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000009C45F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000009C45F_9606.dbn		-1.90	ViennaRNA:2.7.2	2026-04-12
URS000009EA8F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000009EA8F_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000A057E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A057E_9606.dbn		-2.10	ViennaRNA:2.7.2	2026-04-12
URS00000A07C1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A07C1_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000A17E7_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A17E7_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000A2C49_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A2C49_9606.dbn		-5.00	ViennaRNA:2.7.2	2026-04-12
URS00000A33DB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A33DB_9606.dbn		-4.20	ViennaRNA:2.7.2	2026-04-12
URS00000A68B2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A68B2_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS00000A8EBA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A8EBA_9606.dbn		-4.80	ViennaRNA:2.7.2	2026-04-12
URS00000A939F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A939F_9606.dbn		-3.30	ViennaRNA:2.7.2	2026-04-12
URS00000A9FB9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000A9FB9_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000AA464_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AA464_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS00000AAE32_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AAE32_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS00000AB32B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AB32B_9606.dbn		-0.50	ViennaRNA:2.7.2	2026-04-12
URS00000AD002_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AD002_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS00000AD02D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AD02D_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000ADB79_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000ADB79_9606.dbn		-4.40	ViennaRNA:2.7.2	2026-04-12
URS00000AEAF5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AEAF5_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS00000AF45F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AF45F_9606.dbn		-3.70	ViennaRNA:2.7.2	2026-04-12
URS00000AFFDD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000AFFDD_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000B0E50_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B0E50_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000B1B47_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B1B47_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS00000B59A2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B59A2_9606.dbn		-0.90	ViennaRNA:2.7.2	2026-04-12
URS00000B6B44_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B6B44_9606.dbn		-6.60	ViennaRNA:2.7.2	2026-04-12
URS00000B6FA1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B6FA1_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS00000B7E30_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B7E30_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000B7F84_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B7F84_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000B989F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000B989F_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS00000BA274_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BA274_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS00000BB229_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BB229_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS00000BD1DE_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BD1DE_9606.dbn		-1.00	ViennaRNA:2.7.2	2026-04-12
URS00000BD6DC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BD6DC_9606.dbn		-9.30	ViennaRNA:2.7.2	2026-04-12
URS00000BE495_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BE495_9606.dbn		-5.30	ViennaRNA:2.7.2	2026-04-12
URS00000BF7F9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000BF7F9_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000C0921_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C0921_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS00000C0D3F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C0D3F_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000C36BD_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C36BD_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000C403E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C403E_9606.dbn		-5.60	ViennaRNA:2.7.2	2026-04-12
URS00000C48FA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C48FA_9606.dbn		-2.80	ViennaRNA:2.7.2	2026-04-12
URS00000C4DB5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C4DB5_9606.dbn		-6.80	ViennaRNA:2.7.2	2026-04-12
URS00000C5969_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C5969_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS00000C5BAA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C5BAA_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS00000C7662_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000C7662_9606.dbn		-0.20	ViennaRNA:2.7.2	2026-04-12
URS00000CA292_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000CA292_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000CC005_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000CC005_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS00000CDD4F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000CDD4F_9606.dbn		-3.40	ViennaRNA:2.7.2	2026-04-12
URS00000CF1D2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000CF1D2_9606.dbn		-0.10	ViennaRNA:2.7.2	2026-04-12
URS00000D0874_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D0874_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000D0BB4_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D0BB4_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000D2680_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D2680_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000D41D9_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D41D9_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS00000D4AB5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D4AB5_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000D5659_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D5659_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS00000D5FFC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D5FFC_9606.dbn		-2.60	ViennaRNA:2.7.2	2026-04-12
URS00000D6C3F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000D6C3F_9606.dbn		-7.80	ViennaRNA:2.7.2	2026-04-12
URS00000DA3DF_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000DA3DF_9606.dbn		-1.40	ViennaRNA:2.7.2	2026-04-12
URS00000DA6A7_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000DA6A7_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000DE8FA_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000DE8FA_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS00000DEF85_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000DEF85_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00000DF6D0_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000DF6D0_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000E1DC5_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E1DC5_9606.dbn		-2.00	ViennaRNA:2.7.2	2026-04-12
URS00000E1E9E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E1E9E_9606.dbn		-0.60	ViennaRNA:2.7.2	2026-04-12
URS00000E4877_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E4877_9606.dbn		-4.30	ViennaRNA:2.7.2	2026-04-12
URS00000E5433_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E5433_9606.dbn		-6.10	ViennaRNA:2.7.2	2026-04-12
URS00000E7139_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E7139_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000E732F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E732F_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000E780E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E780E_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS00000E8004_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E8004_9606.dbn		-1.70	ViennaRNA:2.7.2	2026-04-12
URS00000E9F44_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000E9F44_9606.dbn		-4.80	ViennaRNA:2.7.2	2026-04-12
URS00000EA063_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EA063_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000EA6BC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EA6BC_9606.dbn		-0.40	ViennaRNA:2.7.2	2026-04-12
URS00000EBD4B_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EBD4B_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS00000ECE90_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000ECE90_9606.dbn		-2.00	ViennaRNA:2.7.2	2026-04-12
URS00000ECE9C_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000ECE9C_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000ED600_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000ED600_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000ED701_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000ED701_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS00000EE7F0_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EE7F0_9606.dbn		-0.50	ViennaRNA:2.7.2	2026-04-12
URS00000EED18_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EED18_9606.dbn		-1.00	ViennaRNA:2.7.2	2026-04-12
URS00000EEE35_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EEE35_9606.dbn		-1.80	ViennaRNA:2.7.2	2026-04-12
URS00000EEF5F_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000EEF5F_9606.dbn		-5.20	ViennaRNA:2.7.2	2026-04-12
URS00000F0F49_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F0F49_9606.dbn		-1.10	ViennaRNA:2.7.2	2026-04-12
URS00000F1728_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F1728_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000F2C33_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F2C33_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00000F339A_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F339A_9606.dbn		-2.50	ViennaRNA:2.7.2	2026-04-12
URS00000F6E49_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F6E49_9606.dbn		-5.90	ViennaRNA:2.7.2	2026-04-12
URS00000F7766_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000F7766_9606.dbn		-0.30	ViennaRNA:2.7.2	2026-04-12
URS00000FB1B1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000FB1B1_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS00000FB5B8_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000FB5B8_9606.dbn		-3.80	ViennaRNA:2.7.2	2026-04-12
URS00000FC8EB_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00000FC8EB_9606.dbn		-2.30	ViennaRNA:2.7.2	2026-04-12
URS0000100748_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000100748_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS00001012BC_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00001012BC_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000101689_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000101689_9606.dbn		-2.90	ViennaRNA:2.7.2	2026-04-12
URS0000101787_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000101787_9606.dbn		-1.30	ViennaRNA:2.7.2	2026-04-12
URS0000102473_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000102473_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS0000103638_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000103638_9606.dbn		-0.80	ViennaRNA:2.7.2	2026-04-12
URS0000105D19_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000105D19_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS00001062A2_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00001062A2_9606.dbn		-3.50	ViennaRNA:2.7.2	2026-04-12
URS00001067D1_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS00001067D1_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS000010BD8D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000010BD8D_9606.dbn		-1.20	ViennaRNA:2.7.2	2026-04-12
URS000010F787_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000010F787_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
URS000011166D_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS000011166D_9606.dbn		-2.40	ViennaRNA:2.7.2	2026-04-12
URS0000111E5E_9606	RNAfold	data/raw/rna/predicted_structures/rnafold_dbn/URS0000111E5E_9606.dbn		0.00	ViennaRNA:2.7.2	2026-04-12
