rfam_id	cm_file	ga_threshold	source_version	fetch_date
RF01002	data/raw/rna/rfam/Rfam.cm.gz#RF01002	110.00	Rfam:current	2026-04-12
RF01003	data/raw/rna/rfam/Rfam.cm.gz#RF01003	73.00	Rfam:current	2026-04-12
RF01004	data/raw/rna/rfam/Rfam.cm.gz#RF01004	93.00	Rfam:current	2026-04-12
RF01005	data/raw/rna/rfam/Rfam.cm.gz#RF01005	85.00	Rfam:current	2026-04-12
RF01006	data/raw/rna/rfam/Rfam.cm.gz#RF01006	98.00	Rfam:current	2026-04-12
RF01007	data/raw/rna/rfam/Rfam.cm.gz#RF01007	100.00	Rfam:current	2026-04-12
RF01008	data/raw/rna/rfam/Rfam.cm.gz#RF01008	99.00	Rfam:current	2026-04-12
RF01009	data/raw/rna/rfam/Rfam.cm.gz#RF01009	91.00	Rfam:current	2026-04-12
RF01010	data/raw/rna/rfam/Rfam.cm.gz#RF01010	67.00	Rfam:current	2026-04-12
RF01011	data/raw/rna/rfam/Rfam.cm.gz#RF01011	98.00	Rfam:current	2026-04-12
RF01012	data/raw/rna/rfam/Rfam.cm.gz#RF01012	75.00	Rfam:current	2026-04-12
RF01013	data/raw/rna/rfam/Rfam.cm.gz#RF01013	100.00	Rfam:current	2026-04-12
RF01014	data/raw/rna/rfam/Rfam.cm.gz#RF01014	70.00	Rfam:current	2026-04-12
RF01015	data/raw/rna/rfam/Rfam.cm.gz#RF01015	66.00	Rfam:current	2026-04-12
RF01016	data/raw/rna/rfam/Rfam.cm.gz#RF01016	80.00	Rfam:current	2026-04-12
RF01018	data/raw/rna/rfam/Rfam.cm.gz#RF01018	110.00	Rfam:current	2026-04-12
RF01019	data/raw/rna/rfam/Rfam.cm.gz#RF01019	95.00	Rfam:current	2026-04-12
RF01020	data/raw/rna/rfam/Rfam.cm.gz#RF01020	80.00	Rfam:current	2026-04-12
RF01021	data/raw/rna/rfam/Rfam.cm.gz#RF01021	90.00	Rfam:current	2026-04-12
RF01022	data/raw/rna/rfam/Rfam.cm.gz#RF01022	90.00	Rfam:current	2026-04-12
RF01023	data/raw/rna/rfam/Rfam.cm.gz#RF01023	106.00	Rfam:current	2026-04-12
RF01024	data/raw/rna/rfam/Rfam.cm.gz#RF01024	100.00	Rfam:current	2026-04-12
RF01025	data/raw/rna/rfam/Rfam.cm.gz#RF01025	80.00	Rfam:current	2026-04-12
RF01026	data/raw/rna/rfam/Rfam.cm.gz#RF01026	69.00	Rfam:current	2026-04-12
RF01027	data/raw/rna/rfam/Rfam.cm.gz#RF01027	130.00	Rfam:current	2026-04-12
RF01028	data/raw/rna/rfam/Rfam.cm.gz#RF01028	90.00	Rfam:current	2026-04-12
RF01029	data/raw/rna/rfam/Rfam.cm.gz#RF01029	100.00	Rfam:current	2026-04-12
RF01030	data/raw/rna/rfam/Rfam.cm.gz#RF01030	90.00	Rfam:current	2026-04-12
RF01031	data/raw/rna/rfam/Rfam.cm.gz#RF01031	100.00	Rfam:current	2026-04-12
RF01032	data/raw/rna/rfam/Rfam.cm.gz#RF01032	100.00	Rfam:current	2026-04-12
RF01033	data/raw/rna/rfam/Rfam.cm.gz#RF01033	90.00	Rfam:current	2026-04-12
RF01034	data/raw/rna/rfam/Rfam.cm.gz#RF01034	96.00	Rfam:current	2026-04-12
RF01035	data/raw/rna/rfam/Rfam.cm.gz#RF01035	100.00	Rfam:current	2026-04-12
RF01036	data/raw/rna/rfam/Rfam.cm.gz#RF01036	90.00	Rfam:current	2026-04-12
RF01037	data/raw/rna/rfam/Rfam.cm.gz#RF01037	96.00	Rfam:current	2026-04-12
RF01038	data/raw/rna/rfam/Rfam.cm.gz#RF01038	69.00	Rfam:current	2026-04-12
RF01039	data/raw/rna/rfam/Rfam.cm.gz#RF01039	99.00	Rfam:current	2026-04-12
RF01040	data/raw/rna/rfam/Rfam.cm.gz#RF01040	89.00	Rfam:current	2026-04-12
RF01041	data/raw/rna/rfam/Rfam.cm.gz#RF01041	88.00	Rfam:current	2026-04-12
RF01042	data/raw/rna/rfam/Rfam.cm.gz#RF01042	90.00	Rfam:current	2026-04-12
RF01043	data/raw/rna/rfam/Rfam.cm.gz#RF01043	90.00	Rfam:current	2026-04-12
RF01044	data/raw/rna/rfam/Rfam.cm.gz#RF01044	65.00	Rfam:current	2026-04-12
RF01045	data/raw/rna/rfam/Rfam.cm.gz#RF01045	66.50	Rfam:current	2026-04-12
RF01046	data/raw/rna/rfam/Rfam.cm.gz#RF01046	50.00	Rfam:current	2026-04-12
RF01047	data/raw/rna/rfam/Rfam.cm.gz#RF01047	45.00	Rfam:current	2026-04-12
RF01050	data/raw/rna/rfam/Rfam.cm.gz#RF01050	80.00	Rfam:current	2026-04-12
RF01051	data/raw/rna/rfam/Rfam.cm.gz#RF01051	35.00	Rfam:current	2026-04-12
RF01052	data/raw/rna/rfam/Rfam.cm.gz#RF01052	44.00	Rfam:current	2026-04-12
RF01053	data/raw/rna/rfam/Rfam.cm.gz#RF01053	80.00	Rfam:current	2026-04-12
RF01054	data/raw/rna/rfam/Rfam.cm.gz#RF01054	47.00	Rfam:current	2026-04-12
RF01055	data/raw/rna/rfam/Rfam.cm.gz#RF01055	36.00	Rfam:current	2026-04-12
RF01056	data/raw/rna/rfam/Rfam.cm.gz#RF01056	40.00	Rfam:current	2026-04-12
RF01057	data/raw/rna/rfam/Rfam.cm.gz#RF01057	37.00	Rfam:current	2026-04-12
RF01059	data/raw/rna/rfam/Rfam.cm.gz#RF01059	69.00	Rfam:current	2026-04-12
RF01061	data/raw/rna/rfam/Rfam.cm.gz#RF01061	90.00	Rfam:current	2026-04-12
RF01064	data/raw/rna/rfam/Rfam.cm.gz#RF01064	72.00	Rfam:current	2026-04-12
RF01065	data/raw/rna/rfam/Rfam.cm.gz#RF01065	50.00	Rfam:current	2026-04-12
RF01066	data/raw/rna/rfam/Rfam.cm.gz#RF01066	47.00	Rfam:current	2026-04-12
RF01067	data/raw/rna/rfam/Rfam.cm.gz#RF01067	45.00	Rfam:current	2026-04-12
RF01068	data/raw/rna/rfam/Rfam.cm.gz#RF01068	32.00	Rfam:current	2026-04-12
RF01069	data/raw/rna/rfam/Rfam.cm.gz#RF01069	41.00	Rfam:current	2026-04-12
RF01070	data/raw/rna/rfam/Rfam.cm.gz#RF01070	40.00	Rfam:current	2026-04-12
RF01071	data/raw/rna/rfam/Rfam.cm.gz#RF01071	50.00	Rfam:current	2026-04-12
RF01072	data/raw/rna/rfam/Rfam.cm.gz#RF01072	34.00	Rfam:current	2026-04-12
RF01073	data/raw/rna/rfam/Rfam.cm.gz#RF01073	67.70	Rfam:current	2026-04-12
RF01074	data/raw/rna/rfam/Rfam.cm.gz#RF01074	40.00	Rfam:current	2026-04-12
RF01075	data/raw/rna/rfam/Rfam.cm.gz#RF01075	80.00	Rfam:current	2026-04-12
RF01076	data/raw/rna/rfam/Rfam.cm.gz#RF01076	70.00	Rfam:current	2026-04-12
RF01077	data/raw/rna/rfam/Rfam.cm.gz#RF01077	42.00	Rfam:current	2026-04-12
RF01078	data/raw/rna/rfam/Rfam.cm.gz#RF01078	65.00	Rfam:current	2026-04-12
RF01079	data/raw/rna/rfam/Rfam.cm.gz#RF01079	50.00	Rfam:current	2026-04-12
RF01080	data/raw/rna/rfam/Rfam.cm.gz#RF01080	39.00	Rfam:current	2026-04-12
RF01081	data/raw/rna/rfam/Rfam.cm.gz#RF01081	38.00	Rfam:current	2026-04-12
RF01082	data/raw/rna/rfam/Rfam.cm.gz#RF01082	32.00	Rfam:current	2026-04-12
RF01083	data/raw/rna/rfam/Rfam.cm.gz#RF01083	32.00	Rfam:current	2026-04-12
RF01084	data/raw/rna/rfam/Rfam.cm.gz#RF01084	80.00	Rfam:current	2026-04-12
RF01085	data/raw/rna/rfam/Rfam.cm.gz#RF01085	80.00	Rfam:current	2026-04-12
RF01087	data/raw/rna/rfam/Rfam.cm.gz#RF01087	44.00	Rfam:current	2026-04-12
RF01088	data/raw/rna/rfam/Rfam.cm.gz#RF01088	70.00	Rfam:current	2026-04-12
RF01089	data/raw/rna/rfam/Rfam.cm.gz#RF01089	45.00	Rfam:current	2026-04-12
RF01090	data/raw/rna/rfam/Rfam.cm.gz#RF01090	45.00	Rfam:current	2026-04-12
RF01091	data/raw/rna/rfam/Rfam.cm.gz#RF01091	36.00	Rfam:current	2026-04-12
RF01092	data/raw/rna/rfam/Rfam.cm.gz#RF01092	80.00	Rfam:current	2026-04-12
RF01093	data/raw/rna/rfam/Rfam.cm.gz#RF01093	35.00	Rfam:current	2026-04-12
RF01094	data/raw/rna/rfam/Rfam.cm.gz#RF01094	90.00	Rfam:current	2026-04-12
RF01095	data/raw/rna/rfam/Rfam.cm.gz#RF01095	60.00	Rfam:current	2026-04-12
RF01096	data/raw/rna/rfam/Rfam.cm.gz#RF01096	50.00	Rfam:current	2026-04-12
RF01097	data/raw/rna/rfam/Rfam.cm.gz#RF01097	43.00	Rfam:current	2026-04-12
RF01098	data/raw/rna/rfam/Rfam.cm.gz#RF01098	70.00	Rfam:current	2026-04-12
RF01099	data/raw/rna/rfam/Rfam.cm.gz#RF01099	47.00	Rfam:current	2026-04-12
RF01100	data/raw/rna/rfam/Rfam.cm.gz#RF01100	50.00	Rfam:current	2026-04-12
RF01101	data/raw/rna/rfam/Rfam.cm.gz#RF01101	44.00	Rfam:current	2026-04-12
RF01102	data/raw/rna/rfam/Rfam.cm.gz#RF01102	40.00	Rfam:current	2026-04-12
RF01103	data/raw/rna/rfam/Rfam.cm.gz#RF01103	40.00	Rfam:current	2026-04-12
RF01104	data/raw/rna/rfam/Rfam.cm.gz#RF01104	39.00	Rfam:current	2026-04-12
RF01105	data/raw/rna/rfam/Rfam.cm.gz#RF01105	39.00	Rfam:current	2026-04-12
RF01106	data/raw/rna/rfam/Rfam.cm.gz#RF01106	38.00	Rfam:current	2026-04-12
RF01107	data/raw/rna/rfam/Rfam.cm.gz#RF01107	39.00	Rfam:current	2026-04-12
RF01108	data/raw/rna/rfam/Rfam.cm.gz#RF01108	38.00	Rfam:current	2026-04-12
RF01109	data/raw/rna/rfam/Rfam.cm.gz#RF01109	33.00	Rfam:current	2026-04-12
RF01111	data/raw/rna/rfam/Rfam.cm.gz#RF01111	35.00	Rfam:current	2026-04-12
RF01113	data/raw/rna/rfam/Rfam.cm.gz#RF01113	36.00	Rfam:current	2026-04-12
RF01114	data/raw/rna/rfam/Rfam.cm.gz#RF01114	33.00	Rfam:current	2026-04-12
RF01116	data/raw/rna/rfam/Rfam.cm.gz#RF01116	38.00	Rfam:current	2026-04-12
RF01117	data/raw/rna/rfam/Rfam.cm.gz#RF01117	56.00	Rfam:current	2026-04-12
RF01119	data/raw/rna/rfam/Rfam.cm.gz#RF01119	40.00	Rfam:current	2026-04-12
RF01120	data/raw/rna/rfam/Rfam.cm.gz#RF01120	37.00	Rfam:current	2026-04-12
RF01121	data/raw/rna/rfam/Rfam.cm.gz#RF01121	50.00	Rfam:current	2026-04-12
RF01122	data/raw/rna/rfam/Rfam.cm.gz#RF01122	50.00	Rfam:current	2026-04-12
RF01123	data/raw/rna/rfam/Rfam.cm.gz#RF01123	60.00	Rfam:current	2026-04-12
RF01124	data/raw/rna/rfam/Rfam.cm.gz#RF01124	55.00	Rfam:current	2026-04-12
RF01125	data/raw/rna/rfam/Rfam.cm.gz#RF01125	50.00	Rfam:current	2026-04-12
RF01126	data/raw/rna/rfam/Rfam.cm.gz#RF01126	54.00	Rfam:current	2026-04-12
RF01127	data/raw/rna/rfam/Rfam.cm.gz#RF01127	38.00	Rfam:current	2026-04-12
RF01128	data/raw/rna/rfam/Rfam.cm.gz#RF01128	45.00	Rfam:current	2026-04-12
RF01129	data/raw/rna/rfam/Rfam.cm.gz#RF01129	45.00	Rfam:current	2026-04-12
RF01130	data/raw/rna/rfam/Rfam.cm.gz#RF01130	50.00	Rfam:current	2026-04-12
RF01131	data/raw/rna/rfam/Rfam.cm.gz#RF01131	40.00	Rfam:current	2026-04-12
RF01132	data/raw/rna/rfam/Rfam.cm.gz#RF01132	40.00	Rfam:current	2026-04-12
RF01133	data/raw/rna/rfam/Rfam.cm.gz#RF01133	41.00	Rfam:current	2026-04-12
RF01134	data/raw/rna/rfam/Rfam.cm.gz#RF01134	38.00	Rfam:current	2026-04-12
RF01135	data/raw/rna/rfam/Rfam.cm.gz#RF01135	36.00	Rfam:current	2026-04-12
RF01136	data/raw/rna/rfam/Rfam.cm.gz#RF01136	39.00	Rfam:current	2026-04-12
RF01137	data/raw/rna/rfam/Rfam.cm.gz#RF01137	45.00	Rfam:current	2026-04-12
RF01138	data/raw/rna/rfam/Rfam.cm.gz#RF01138	45.00	Rfam:current	2026-04-12
RF01139	data/raw/rna/rfam/Rfam.cm.gz#RF01139	42.00	Rfam:current	2026-04-12
RF01140	data/raw/rna/rfam/Rfam.cm.gz#RF01140	44.00	Rfam:current	2026-04-12
RF01141	data/raw/rna/rfam/Rfam.cm.gz#RF01141	45.00	Rfam:current	2026-04-12
RF01142	data/raw/rna/rfam/Rfam.cm.gz#RF01142	45.00	Rfam:current	2026-04-12
RF01143	data/raw/rna/rfam/Rfam.cm.gz#RF01143	70.00	Rfam:current	2026-04-12
RF01144	data/raw/rna/rfam/Rfam.cm.gz#RF01144	36.00	Rfam:current	2026-04-12
RF01145	data/raw/rna/rfam/Rfam.cm.gz#RF01145	38.00	Rfam:current	2026-04-12
RF01146	data/raw/rna/rfam/Rfam.cm.gz#RF01146	40.00	Rfam:current	2026-04-12
RF01147	data/raw/rna/rfam/Rfam.cm.gz#RF01147	38.00	Rfam:current	2026-04-12
RF01149	data/raw/rna/rfam/Rfam.cm.gz#RF01149	45.00	Rfam:current	2026-04-12
RF01150	data/raw/rna/rfam/Rfam.cm.gz#RF01150	39.00	Rfam:current	2026-04-12
RF01151	data/raw/rna/rfam/Rfam.cm.gz#RF01151	42.00	Rfam:current	2026-04-12
RF01152	data/raw/rna/rfam/Rfam.cm.gz#RF01152	45.00	Rfam:current	2026-04-12
RF01153	data/raw/rna/rfam/Rfam.cm.gz#RF01153	45.00	Rfam:current	2026-04-12
RF01155	data/raw/rna/rfam/Rfam.cm.gz#RF01155	40.00	Rfam:current	2026-04-12
RF01156	data/raw/rna/rfam/Rfam.cm.gz#RF01156	45.00	Rfam:current	2026-04-12
RF01157	data/raw/rna/rfam/Rfam.cm.gz#RF01157	60.00	Rfam:current	2026-04-12
RF01158	data/raw/rna/rfam/Rfam.cm.gz#RF01158	46.00	Rfam:current	2026-04-12
RF01159	data/raw/rna/rfam/Rfam.cm.gz#RF01159	47.00	Rfam:current	2026-04-12
RF01160	data/raw/rna/rfam/Rfam.cm.gz#RF01160	45.00	Rfam:current	2026-04-12
RF01161	data/raw/rna/rfam/Rfam.cm.gz#RF01161	55.00	Rfam:current	2026-04-12
RF01162	data/raw/rna/rfam/Rfam.cm.gz#RF01162	40.00	Rfam:current	2026-04-12
RF01163	data/raw/rna/rfam/Rfam.cm.gz#RF01163	45.00	Rfam:current	2026-04-12
RF01164	data/raw/rna/rfam/Rfam.cm.gz#RF01164	50.00	Rfam:current	2026-04-12
RF01165	data/raw/rna/rfam/Rfam.cm.gz#RF01165	50.00	Rfam:current	2026-04-12
RF01166	data/raw/rna/rfam/Rfam.cm.gz#RF01166	40.00	Rfam:current	2026-04-12
RF01167	data/raw/rna/rfam/Rfam.cm.gz#RF01167	50.00	Rfam:current	2026-04-12
RF01168	data/raw/rna/rfam/Rfam.cm.gz#RF01168	55.00	Rfam:current	2026-04-12
RF01169	data/raw/rna/rfam/Rfam.cm.gz#RF01169	58.00	Rfam:current	2026-04-12
RF01170	data/raw/rna/rfam/Rfam.cm.gz#RF01170	55.00	Rfam:current	2026-04-12
RF01171	data/raw/rna/rfam/Rfam.cm.gz#RF01171	60.00	Rfam:current	2026-04-12
RF01172	data/raw/rna/rfam/Rfam.cm.gz#RF01172	60.00	Rfam:current	2026-04-12
RF01173	data/raw/rna/rfam/Rfam.cm.gz#RF01173	49.00	Rfam:current	2026-04-12
RF01174	data/raw/rna/rfam/Rfam.cm.gz#RF01174	45.00	Rfam:current	2026-04-12
RF01175	data/raw/rna/rfam/Rfam.cm.gz#RF01175	55.00	Rfam:current	2026-04-12
RF01176	data/raw/rna/rfam/Rfam.cm.gz#RF01176	48.00	Rfam:current	2026-04-12
RF01177	data/raw/rna/rfam/Rfam.cm.gz#RF01177	55.00	Rfam:current	2026-04-12
RF01178	data/raw/rna/rfam/Rfam.cm.gz#RF01178	52.00	Rfam:current	2026-04-12
RF01179	data/raw/rna/rfam/Rfam.cm.gz#RF01179	50.00	Rfam:current	2026-04-12
RF01180	data/raw/rna/rfam/Rfam.cm.gz#RF01180	44.00	Rfam:current	2026-04-12
RF01181	data/raw/rna/rfam/Rfam.cm.gz#RF01181	50.00	Rfam:current	2026-04-12
RF01182	data/raw/rna/rfam/Rfam.cm.gz#RF01182	55.00	Rfam:current	2026-04-12
RF01183	data/raw/rna/rfam/Rfam.cm.gz#RF01183	50.00	Rfam:current	2026-04-12
RF01184	data/raw/rna/rfam/Rfam.cm.gz#RF01184	55.00	Rfam:current	2026-04-12
RF01185	data/raw/rna/rfam/Rfam.cm.gz#RF01185	40.00	Rfam:current	2026-04-12
RF01186	data/raw/rna/rfam/Rfam.cm.gz#RF01186	45.00	Rfam:current	2026-04-12
RF01188	data/raw/rna/rfam/Rfam.cm.gz#RF01188	54.00	Rfam:current	2026-04-12
RF01189	data/raw/rna/rfam/Rfam.cm.gz#RF01189	60.00	Rfam:current	2026-04-12
RF01190	data/raw/rna/rfam/Rfam.cm.gz#RF01190	45.00	Rfam:current	2026-04-12
RF01191	data/raw/rna/rfam/Rfam.cm.gz#RF01191	44.00	Rfam:current	2026-04-12
RF01192	data/raw/rna/rfam/Rfam.cm.gz#RF01192	50.00	Rfam:current	2026-04-12
RF01193	data/raw/rna/rfam/Rfam.cm.gz#RF01193	42.00	Rfam:current	2026-04-12
RF01194	data/raw/rna/rfam/Rfam.cm.gz#RF01194	50.00	Rfam:current	2026-04-12
RF01195	data/raw/rna/rfam/Rfam.cm.gz#RF01195	45.00	Rfam:current	2026-04-12
RF01196	data/raw/rna/rfam/Rfam.cm.gz#RF01196	80.00	Rfam:current	2026-04-12
RF01197	data/raw/rna/rfam/Rfam.cm.gz#RF01197	40.00	Rfam:current	2026-04-12
RF01198	data/raw/rna/rfam/Rfam.cm.gz#RF01198	45.00	Rfam:current	2026-04-12
RF01199	data/raw/rna/rfam/Rfam.cm.gz#RF01199	70.00	Rfam:current	2026-04-12
RF01200	data/raw/rna/rfam/Rfam.cm.gz#RF01200	56.00	Rfam:current	2026-04-12
RF01201	data/raw/rna/rfam/Rfam.cm.gz#RF01201	50.00	Rfam:current	2026-04-12
RF01202	data/raw/rna/rfam/Rfam.cm.gz#RF01202	60.00	Rfam:current	2026-04-12
RF01203	data/raw/rna/rfam/Rfam.cm.gz#RF01203	61.00	Rfam:current	2026-04-12
RF01204	data/raw/rna/rfam/Rfam.cm.gz#RF01204	40.00	Rfam:current	2026-04-12
RF01205	data/raw/rna/rfam/Rfam.cm.gz#RF01205	55.00	Rfam:current	2026-04-12
RF01206	data/raw/rna/rfam/Rfam.cm.gz#RF01206	34.00	Rfam:current	2026-04-12
RF01207	data/raw/rna/rfam/Rfam.cm.gz#RF01207	37.00	Rfam:current	2026-04-12
RF01208	data/raw/rna/rfam/Rfam.cm.gz#RF01208	41.00	Rfam:current	2026-04-12
RF01209	data/raw/rna/rfam/Rfam.cm.gz#RF01209	55.00	Rfam:current	2026-04-12
RF01210	data/raw/rna/rfam/Rfam.cm.gz#RF01210	46.00	Rfam:current	2026-04-12
RF01211	data/raw/rna/rfam/Rfam.cm.gz#RF01211	40.00	Rfam:current	2026-04-12
RF01212	data/raw/rna/rfam/Rfam.cm.gz#RF01212	44.00	Rfam:current	2026-04-12
RF01213	data/raw/rna/rfam/Rfam.cm.gz#RF01213	50.00	Rfam:current	2026-04-12
RF01214	data/raw/rna/rfam/Rfam.cm.gz#RF01214	44.00	Rfam:current	2026-04-12
RF01215	data/raw/rna/rfam/Rfam.cm.gz#RF01215	40.00	Rfam:current	2026-04-12
RF01216	data/raw/rna/rfam/Rfam.cm.gz#RF01216	37.00	Rfam:current	2026-04-12
RF01218	data/raw/rna/rfam/Rfam.cm.gz#RF01218	50.00	Rfam:current	2026-04-12
RF01219	data/raw/rna/rfam/Rfam.cm.gz#RF01219	50.00	Rfam:current	2026-04-12
RF01220	data/raw/rna/rfam/Rfam.cm.gz#RF01220	40.00	Rfam:current	2026-04-12
RF01221	data/raw/rna/rfam/Rfam.cm.gz#RF01221	54.00	Rfam:current	2026-04-12
RF01222	data/raw/rna/rfam/Rfam.cm.gz#RF01222	80.00	Rfam:current	2026-04-12
RF01223	data/raw/rna/rfam/Rfam.cm.gz#RF01223	47.00	Rfam:current	2026-04-12
RF01224	data/raw/rna/rfam/Rfam.cm.gz#RF01224	45.00	Rfam:current	2026-04-12
RF01225	data/raw/rna/rfam/Rfam.cm.gz#RF01225	35.00	Rfam:current	2026-04-12
RF01226	data/raw/rna/rfam/Rfam.cm.gz#RF01226	60.00	Rfam:current	2026-04-12
RF01227	data/raw/rna/rfam/Rfam.cm.gz#RF01227	40.00	Rfam:current	2026-04-12
RF01228	data/raw/rna/rfam/Rfam.cm.gz#RF01228	38.00	Rfam:current	2026-04-12
RF01229	data/raw/rna/rfam/Rfam.cm.gz#RF01229	45.00	Rfam:current	2026-04-12
RF01230	data/raw/rna/rfam/Rfam.cm.gz#RF01230	47.00	Rfam:current	2026-04-12
RF01231	data/raw/rna/rfam/Rfam.cm.gz#RF01231	44.00	Rfam:current	2026-04-12
RF01232	data/raw/rna/rfam/Rfam.cm.gz#RF01232	50.00	Rfam:current	2026-04-12
RF01233	data/raw/rna/rfam/Rfam.cm.gz#RF01233	43.00	Rfam:current	2026-04-12
RF01234	data/raw/rna/rfam/Rfam.cm.gz#RF01234	45.00	Rfam:current	2026-04-12
RF01235	data/raw/rna/rfam/Rfam.cm.gz#RF01235	80.00	Rfam:current	2026-04-12
RF01236	data/raw/rna/rfam/Rfam.cm.gz#RF01236	45.00	Rfam:current	2026-04-12
RF01237	data/raw/rna/rfam/Rfam.cm.gz#RF01237	50.00	Rfam:current	2026-04-12
RF01238	data/raw/rna/rfam/Rfam.cm.gz#RF01238	55.00	Rfam:current	2026-04-12
RF01239	data/raw/rna/rfam/Rfam.cm.gz#RF01239	45.00	Rfam:current	2026-04-12
RF01240	data/raw/rna/rfam/Rfam.cm.gz#RF01240	37.00	Rfam:current	2026-04-12
RF01241	data/raw/rna/rfam/Rfam.cm.gz#RF01241	45.00	Rfam:current	2026-04-12
RF01242	data/raw/rna/rfam/Rfam.cm.gz#RF01242	43.00	Rfam:current	2026-04-12
RF01243	data/raw/rna/rfam/Rfam.cm.gz#RF01243	45.00	Rfam:current	2026-04-12
RF01244	data/raw/rna/rfam/Rfam.cm.gz#RF01244	37.00	Rfam:current	2026-04-12
RF01245	data/raw/rna/rfam/Rfam.cm.gz#RF01245	58.00	Rfam:current	2026-04-12
RF01246	data/raw/rna/rfam/Rfam.cm.gz#RF01246	50.00	Rfam:current	2026-04-12
RF01247	data/raw/rna/rfam/Rfam.cm.gz#RF01247	45.00	Rfam:current	2026-04-12
RF01248	data/raw/rna/rfam/Rfam.cm.gz#RF01248	45.00	Rfam:current	2026-04-12
RF01249	data/raw/rna/rfam/Rfam.cm.gz#RF01249	40.00	Rfam:current	2026-04-12
RF01250	data/raw/rna/rfam/Rfam.cm.gz#RF01250	50.00	Rfam:current	2026-04-12
RF01251	data/raw/rna/rfam/Rfam.cm.gz#RF01251	40.00	Rfam:current	2026-04-12
RF01252	data/raw/rna/rfam/Rfam.cm.gz#RF01252	45.00	Rfam:current	2026-04-12
RF01253	data/raw/rna/rfam/Rfam.cm.gz#RF01253	43.00	Rfam:current	2026-04-12
RF01254	data/raw/rna/rfam/Rfam.cm.gz#RF01254	39.00	Rfam:current	2026-04-12
RF01255	data/raw/rna/rfam/Rfam.cm.gz#RF01255	40.00	Rfam:current	2026-04-12
RF01256	data/raw/rna/rfam/Rfam.cm.gz#RF01256	60.00	Rfam:current	2026-04-12
RF01257	data/raw/rna/rfam/Rfam.cm.gz#RF01257	45.00	Rfam:current	2026-04-12
RF01258	data/raw/rna/rfam/Rfam.cm.gz#RF01258	70.00	Rfam:current	2026-04-12
RF01259	data/raw/rna/rfam/Rfam.cm.gz#RF01259	50.00	Rfam:current	2026-04-12
RF01260	data/raw/rna/rfam/Rfam.cm.gz#RF01260	42.00	Rfam:current	2026-04-12
RF01261	data/raw/rna/rfam/Rfam.cm.gz#RF01261	60.00	Rfam:current	2026-04-12
RF01262	data/raw/rna/rfam/Rfam.cm.gz#RF01262	33.00	Rfam:current	2026-04-12
RF01263	data/raw/rna/rfam/Rfam.cm.gz#RF01263	46.00	Rfam:current	2026-04-12
RF01264	data/raw/rna/rfam/Rfam.cm.gz#RF01264	75.00	Rfam:current	2026-04-12
RF01265	data/raw/rna/rfam/Rfam.cm.gz#RF01265	61.00	Rfam:current	2026-04-12
RF01266	data/raw/rna/rfam/Rfam.cm.gz#RF01266	80.00	Rfam:current	2026-04-12
RF01267	data/raw/rna/rfam/Rfam.cm.gz#RF01267	47.00	Rfam:current	2026-04-12
RF01268	data/raw/rna/rfam/Rfam.cm.gz#RF01268	48.00	Rfam:current	2026-04-12
RF01269	data/raw/rna/rfam/Rfam.cm.gz#RF01269	40.00	Rfam:current	2026-04-12
RF01270	data/raw/rna/rfam/Rfam.cm.gz#RF01270	109.00	Rfam:current	2026-04-12
RF01271	data/raw/rna/rfam/Rfam.cm.gz#RF01271	80.00	Rfam:current	2026-04-12
RF01272	data/raw/rna/rfam/Rfam.cm.gz#RF01272	120.00	Rfam:current	2026-04-12
RF01273	data/raw/rna/rfam/Rfam.cm.gz#RF01273	40.00	Rfam:current	2026-04-12
RF01274	data/raw/rna/rfam/Rfam.cm.gz#RF01274	40.00	Rfam:current	2026-04-12
RF01275	data/raw/rna/rfam/Rfam.cm.gz#RF01275	40.00	Rfam:current	2026-04-12
RF01276	data/raw/rna/rfam/Rfam.cm.gz#RF01276	49.00	Rfam:current	2026-04-12
RF01277	data/raw/rna/rfam/Rfam.cm.gz#RF01277	35.00	Rfam:current	2026-04-12
RF01278	data/raw/rna/rfam/Rfam.cm.gz#RF01278	35.00	Rfam:current	2026-04-12
RF01279	data/raw/rna/rfam/Rfam.cm.gz#RF01279	43.00	Rfam:current	2026-04-12
RF01280	data/raw/rna/rfam/Rfam.cm.gz#RF01280	40.00	Rfam:current	2026-04-12
RF01281	data/raw/rna/rfam/Rfam.cm.gz#RF01281	40.00	Rfam:current	2026-04-12
RF01283	data/raw/rna/rfam/Rfam.cm.gz#RF01283	45.00	Rfam:current	2026-04-12
RF01284	data/raw/rna/rfam/Rfam.cm.gz#RF01284	37.00	Rfam:current	2026-04-12
RF01285	data/raw/rna/rfam/Rfam.cm.gz#RF01285	37.00	Rfam:current	2026-04-12
RF01286	data/raw/rna/rfam/Rfam.cm.gz#RF01286	47.00	Rfam:current	2026-04-12
RF01287	data/raw/rna/rfam/Rfam.cm.gz#RF01287	41.00	Rfam:current	2026-04-12
RF01288	data/raw/rna/rfam/Rfam.cm.gz#RF01288	44.00	Rfam:current	2026-04-12
RF01289	data/raw/rna/rfam/Rfam.cm.gz#RF01289	60.00	Rfam:current	2026-04-12
RF01290	data/raw/rna/rfam/Rfam.cm.gz#RF01290	37.00	Rfam:current	2026-04-12
RF01291	data/raw/rna/rfam/Rfam.cm.gz#RF01291	45.00	Rfam:current	2026-04-12
