context_id	edge_id	protein_id	function_relation	inference_basis	evidence_snippet	source	source_version	fetch_date
rpi_function_7512e1d50a29b4fccdce	rpi_93dc26db8957aa53	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7530bb1132e88ec67ae0	rpi_4341aa35f25d4ab2	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_760c7b185c0a935dcb2e	rpi_868420601f76aff2	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_769b5c4f926259a21af5	rpi_698b802b04d3b3ce	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_776ac9b880f0642a46ca	rpi_599aca44a688f45b	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_78217983f581afd60f73	rpi_5dfa4860eb7f644c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7867b8c04efe1f3264ae	rpi_981b9089eb3bf568	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7868344199c5188ac889	rpi_6824a0034cbf00b3	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_786c913d163b340badf5	rpi_d1b3b838f7956f42	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_79163520ccbec9cb7d2c	rpi_69a04c8c7432a1ef	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_79d9caf7e07ecc483c7e	rpi_869747dd36677f30	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7a128057e0e3a621ed04	rpi_cb5c25e2e4302534	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7ac9ef7d6156a0d8db2a	rpi_a0fa991168e9c049	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7af1c657f61cf9c11575	rpi_a5d3667592bb456c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7b861f7e8e7529779d47	rpi_ce36cc17a67b7406	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7bc4976221c2f7fda2b3	rpi_0d85b819d683c75f	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7bf3702d4b342b4becc9	rpi_4bcbfbc535322f22	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7c1364bf84f4e6892d99	rpi_31897a6be0358a30	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7c2979b057424fa72a9b	rpi_7a74e1c63c13f9c9	Q92667	splicing_regulation	keyword:splic	3723] ; Alternative splicing;Membrane;Mitochondrion;Mitochondrion	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7c44078815c3813b362d	rpi_7d8e74021c6589e2	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7c4ec50a3075eb4207a8	rpi_44f225974cf5f560	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7e3fcdcddfc0129ea6e7	rpi_057317267154ede2	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_7f52412bbb6db0f128b5	rpi_76af8797c85eda8f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_804a41d023f94a176fa1	rpi_f919390c1e87cd25	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_805a15f8065abcbdff74	rpi_b38f893fcc842ce7	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_833938ea30541a68e543	rpi_b1da29554f71fe3c	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_834f75a926b320350752	rpi_a412417c778fd9b8	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_83e9d9e2022d8f5df55d	rpi_dbe702fcc99ef3fc	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8551493362dd4380eff5	rpi_c04b45b67426b8d9	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_85b1720c1fa8d571a392	rpi_92a3347d6ab231b5	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_85e73ee307fc9b54e235	rpi_f84bf26032c52379	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8619ce92ccd877c902b4	rpi_77ee430887132b45	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8684997dc7b34071469f	rpi_d94c3a6f8c9aa876	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_86c8b476f07392a5da9b	rpi_f27f69c9a32b1221	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_87141315d9460a75454d	rpi_f630230becc453e8	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_876fdcca11aa5c9f6af9	rpi_0b84aaa143a69312	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8780677184450b80c2bd	rpi_b656db14ad8459d7	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_87e2ac96f9753824277b	rpi_c81dbe8ad72e3dd0	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_886df14504c16a454b1c	rpi_e5aae65e9ac93ab3	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_88b0fd4215992d018bc0	rpi_509a7983eb67f03b	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_88bf20aacb5a8b697076	rpi_4079c0516d9de47b	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_89a8561dccd0e6cacd74	rpi_772833847fda75ad	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8a69eb55a6c652751f18	rpi_d94c3a6f8c9aa876	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8ade9205a8f4a13ccb4f	rpi_08018fb45467cbf3	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8b3e2c5ac0455c1039b3	rpi_9127eb3db303d3de	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8b43c0d25ba7e499e54a	rpi_772833847fda75ad	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8b627278c5b5fe69930e	rpi_4159cbd10f670714	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8d4161eb200f2259ecff	rpi_2c1fa23aaf03593f	Q6P6C2	translation_regulation	keyword:translat	ts mRNA processing, translation and export (PubMed:23177736, PubMed:	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8db3952e134742a09f60	rpi_e758225e116a8901	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8ed3499e612b6839ced2	rpi_497bf1906e2d7451	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8f821387f9623703c7f9	rpi_3eba3b6e23eaaf3f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_8fc4b555ea887bb24337	rpi_76af8797c85eda8f	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_90bb79773b1db9cfddba	rpi_08018fb45467cbf3	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_90cfead524ebc1f00fa1	rpi_d61c667c21ae0516	Q9UKV3	transcription_regulation	keyword:transcription	introns in specific transcription subsets; ACIN1 confers RNA-binding to t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_91059f9bbbf9725719cd	rpi_6b5ec6a8afc3277e	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_91223b88b596fcea1b27	rpi_c6481d0162303e65	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_914c1e4f0c776122453b	rpi_df6235edc7d9c2e2	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_914e512e47df9c1dbb89	rpi_620cd127d7befab4	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9150e61b4b133ebdc61d	rpi_497bf1906e2d7451	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_919a07e603c19401afce	rpi_fb8bc9db3994a44a	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_91cea7813bbf9df3c739	rpi_52b5964435b19390	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9232852365476019d0e4	rpi_cddd5cfa47c1077d	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_934ed076df7d989cca3f	rpi_113293cb73e546af	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_93a568f91f6141eadf24	rpi_e0fbabac4f1e0520	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_93fb0c87af380e7d94af	rpi_107b5b4d394c3574	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_943d6f0de8cd0eda9dbc	rpi_44a651058a48fe53	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_94be66789860216a0a4f	rpi_615fe8b8a5d79c05	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_94dd479c9ab1f2b18fe1	rpi_44f225974cf5f560	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9516fdc5c8104e49ba1d	rpi_a612f37ac81d18de	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_95a21207942ea5f9c5ef	rpi_a5d3667592bb456c	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_95f536bf0bfe19668573	rpi_9db42627052ad5d8	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_963663c8dea3c9ad0564	rpi_509a7983eb67f03b	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_965cfea4d45dcd46f113	rpi_f69830a93b2ec676	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_96bbdc1ba6125184e96f	rpi_7b8ff4a493229012	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_97b7a4d3850d00bf38c7	rpi_7a6a7703c0fd84a1	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_99dbf35cbe42882d8000	rpi_cbd0b3f954a0e61c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9a060e2e913fe1198124	rpi_62bc264fcc2db1dd	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9a2d2498d004583bc428	rpi_772833847fda75ad	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9aa5aa1b5e61334e8721	rpi_e758225e116a8901	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9af93f1a793e9934122c	rpi_9db42627052ad5d8	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9bef734fcfdc515d4eb8	rpi_6292c5492e23ccc4	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9c0a0a9c752989124e7b	rpi_615fe8b8a5d79c05	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9c1649f0eb23746e8f2a	rpi_8bf9f9a8105315ec	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9c1a14229b5842e2fb6c	rpi_8fb4eff3cb831d89	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9cafbbefef4c9f64c956	rpi_f0632f115e6cdc5f	Q9UKV3	splicing_regulation	keyword:splic	ry component of the splicing-dependent multiprotein exon junction	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9d09b0ec3da191f2a4fb	rpi_b38f893fcc842ce7	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9e2f6030083f4ad1486b	rpi_85101e8bc7cf6a5e	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_9efe96415eda19dd1fba	rpi_7b8ff4a493229012	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a041954bef95c3aba97b	rpi_ce7436d8c4964f2f	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a1e9d29d2832cb75298d	rpi_cddd5cfa47c1077d	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a1f0c9eb679f58d27a90	rpi_9db42627052ad5d8	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a1fc1927a4ebda23ec24	rpi_d7652979e5f23fcd	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a203c839778ddeaaf394	rpi_147957298f194d00	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a224329de7275ea59e75	rpi_8bf9f9a8105315ec	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a276c856491d8d38b330	rpi_9ac6d17963c4980d	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a3146e8839eb40a5c73f	rpi_7000a2f88033b4a8	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a39025a82485b3be84cb	rpi_509a7983eb67f03b	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a3c8fae2949db9098225	rpi_d80547bfb1e3d75e	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a56033076bac4003d426	rpi_4159cbd10f670714	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a6354d5c603dfa4bad1f	rpi_0861913335e71416	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a6db467ddd663751842f	rpi_8f4a34db267e6538	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a6fe73e88ded9a3708b1	rpi_d964f13a0832df52	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a72f6d7d289856911449	rpi_4341aa35f25d4ab2	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a745e0048012c4a5e006	rpi_497bf1906e2d7451	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a764674e4069a3c5df34	rpi_52daf82524c8449c	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a7a1f5976d924685b647	rpi_b1da29554f71fe3c	Q86V81	splicing_regulation	keyword:splic	lly associates with spliced mRNA and not with unspliced pre-mRNA	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a7cdbcbb202b285621c4	rpi_ab27f293eb69bcb4	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a83996577d39e13851c7	rpi_bdca26823e2334b3	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a888c1f621cd4affa019	rpi_615fe8b8a5d79c05	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a8af07857a0fee6076c8	rpi_0b84aaa143a69312	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a8b970400ea4a57e9394	rpi_6b5ec6a8afc3277e	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a94d9ee9e36b567d0d1c	rpi_b1da29554f71fe3c	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a97937ebad18c135d33f	rpi_a3559b414646e172	Q86V81	translation_regulation	keyword:cap[-\s]?dependent	in a splicing- and cap-dependent manner to a region near the 5' end of t	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
rpi_function_a97d25d29ead585ec063	rpi_7b8ff4a493229012	Q86V81	transcription_regulation	keyword:transcription	REF export factor) (Transcriptional coactivator Aly/REF) (bZIP-enhancing	UniProtKB/Swiss-Prot	protein_master_v6_clean	2026-04-12
