biomarker_id	biomarker_type	disease_id	target_id	source	evidence_class	fetch_date
NCBIGene:2956	gene_biomarker	MONDO:0030841	NCBIGene:2956	HPO_annotations	bridge_only	2026-06-29
NCBIGene:22880	gene_biomarker	MONDO:0030835	NCBIGene:22880	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11117	gene_biomarker	MONDO:0859300	NCBIGene:11117	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4677	gene_biomarker	MONDO:0100348	NCBIGene:4677	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2937	gene_biomarker	MONDO:0009947	NCBIGene:2937	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4677	gene_biomarker	MONDO:0030837	NCBIGene:4677	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9080	gene_biomarker	MONDO:0033670	NCBIGene:9080	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7157	gene_biomarker	MONDO:0011775	NCBIGene:7157	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9147	gene_biomarker	MONDO:0030849	NCBIGene:9147	HPO_annotations	bridge_only	2026-06-29
NCBIGene:147007	gene_biomarker	MONDO:0014790	NCBIGene:147007	HPO_annotations	bridge_only	2026-06-29
NCBIGene:84317	gene_biomarker	MONDO:0014789	NCBIGene:84317	HPO_annotations	bridge_only	2026-06-29
NCBIGene:53904	gene_biomarker	MONDO:0011774	NCBIGene:53904	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3954	gene_biomarker	MONDO:0859304	NCBIGene:3954	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55679	gene_biomarker	MONDO:0014788	NCBIGene:55679	HPO_annotations	bridge_only	2026-06-29
NCBIGene:506	gene_biomarker	MONDO:0859302	NCBIGene:506	HPO_annotations	bridge_only	2026-06-29
NCBIGene:92154	gene_biomarker	MONDO:0859303	NCBIGene:92154	HPO_annotations	bridge_only	2026-06-29
NCBIGene:84978	gene_biomarker	MONDO:0859305	NCBIGene:84978	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51251	gene_biomarker	MONDO:0009946	NCBIGene:51251	HPO_annotations	bridge_only	2026-06-29
NCBIGene:56683	gene_biomarker	MONDO:0014211	NCBIGene:56683	HPO_annotations	bridge_only	2026-06-29
NCBIGene:29072	gene_biomarker	MONDO:0014791	NCBIGene:29072	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10243	gene_biomarker	MONDO:0014212	NCBIGene:10243	HPO_annotations	bridge_only	2026-06-29
NCBIGene:85478	gene_biomarker	MONDO:0014215	NCBIGene:85478	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51053	gene_biomarker	MONDO:0014794	NCBIGene:51053	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6674	gene_biomarker	MONDO:0014216	NCBIGene:6674	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6307	gene_biomarker	MONDO:0014793	NCBIGene:6307	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10664	gene_biomarker	MONDO:0014213	NCBIGene:10664	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57592	gene_biomarker	MONDO:0014792	NCBIGene:57592	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55112	gene_biomarker	MONDO:0014214	NCBIGene:55112	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1828	gene_biomarker	MONDO:0014218	NCBIGene:1828	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23534	gene_biomarker	MONDO:0012034	NCBIGene:23534	HPO_annotations	bridge_only	2026-06-29
NCBIGene:81034	gene_biomarker	MONDO:0014795	NCBIGene:81034	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2658	gene_biomarker	MONDO:0014217	NCBIGene:2658	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3720	gene_biomarker	MONDO:0859306	NCBIGene:3720	HPO_annotations	bridge_only	2026-06-29
NCBIGene:865	gene_biomarker	MONDO:0859307	NCBIGene:865	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8787	gene_biomarker	MONDO:0958180	NCBIGene:8787	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3815	gene_biomarker	MONDO:0019023	NCBIGene:3815	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5199	gene_biomarker	MONDO:0010713	NCBIGene:5199	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9780	gene_biomarker	MONDO:0014797	NCBIGene:9780	HPO_annotations	bridge_only	2026-06-29
NCBIGene:270	gene_biomarker	MONDO:0014220	NCBIGene:270	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7167	gene_biomarker	MONDO:0014221	NCBIGene:7167	HPO_annotations	bridge_only	2026-06-29
NCBIGene:54832	gene_biomarker	MONDO:0014796	NCBIGene:54832	HPO_annotations	bridge_only	2026-06-29
NCBIGene:29926	gene_biomarker	MONDO:0014219	NCBIGene:29926	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2066	gene_biomarker	MONDO:0014223	NCBIGene:2066	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8924	gene_biomarker	MONDO:0014224	NCBIGene:8924	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5293	gene_biomarker	MONDO:0014222	NCBIGene:5293	HPO_annotations	bridge_only	2026-06-29
NCBIGene:658	gene_biomarker	MONDO:0014798	NCBIGene:658	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2495	gene_biomarker	MONDO:0014225	NCBIGene:2495	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1417	gene_biomarker	MONDO:0012336	NCBIGene:1417	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9094	gene_biomarker	MONDO:0014226	NCBIGene:9094	HPO_annotations	bridge_only	2026-06-29
NCBIGene:778	gene_biomarker	MONDO:0010241	NCBIGene:778	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7503	gene_biomarker	MONDO:0026404	NCBIGene:7503	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10	gene_biomarker	MONDO:0009472	NCBIGene:10	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51360	gene_biomarker	MONDO:0010637	NCBIGene:51360	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5443	gene_biomarker	MONDO:0012335	NCBIGene:5443	HPO_annotations	bridge_only	2026-06-29
NCBIGene:948	gene_biomarker	MONDO:0012031	NCBIGene:948	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57526	gene_biomarker	MONDO:0010246	NCBIGene:57526	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3313	gene_biomarker	MONDO:0014801	NCBIGene:3313	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5167	gene_biomarker	MONDO:0014227	NCBIGene:5167	HPO_annotations	bridge_only	2026-06-29
NCBIGene:123624	gene_biomarker	MONDO:0014228	NCBIGene:123624	HPO_annotations	bridge_only	2026-06-29
NCBIGene:58	gene_biomarker	MONDO:0014800	NCBIGene:58	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23094	gene_biomarker	MONDO:0014799	NCBIGene:23094	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23095	gene_biomarker	MONDO:0009741	NCBIGene:23095	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10483	gene_biomarker	MONDO:0014802	NCBIGene:10483	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10758	gene_biomarker	MONDO:0014230	NCBIGene:10758	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5915	gene_biomarker	MONDO:0014229	NCBIGene:5915	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3914	gene_biomarker	MONDO:0007094	NCBIGene:3914	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9829	gene_biomarker	MONDO:0014231	NCBIGene:9829	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51218	gene_biomarker	MONDO:0014803	NCBIGene:51218	HPO_annotations	bridge_only	2026-06-29
NCBIGene:60529	gene_biomarker	MONDO:0014232	NCBIGene:60529	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1497	gene_biomarker	MONDO:0009064	NCBIGene:1497	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4204	gene_biomarker	MONDO:0010235	NCBIGene:4204	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51218	gene_biomarker	MONDO:0014804	NCBIGene:51218	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8867	gene_biomarker	MONDO:0014233	NCBIGene:8867	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11253	gene_biomarker	MONDO:0013624	NCBIGene:11253	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10841	gene_biomarker	MONDO:0009240	NCBIGene:10841	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55737	gene_biomarker	MONDO:0013625	NCBIGene:55737	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7874	gene_biomarker	MONDO:0958071	NCBIGene:7874	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51206	gene_biomarker	MONDO:0013623	NCBIGene:51206	HPO_annotations	bridge_only	2026-06-29
NCBIGene:102	gene_biomarker	MONDO:0014234	NCBIGene:102	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6550	gene_biomarker	MONDO:0014808	NCBIGene:6550	HPO_annotations	bridge_only	2026-06-29
NCBIGene:27315	gene_biomarker	MONDO:0013628	NCBIGene:27315	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51008	gene_biomarker	MONDO:0014807	NCBIGene:51008	HPO_annotations	bridge_only	2026-06-29
NCBIGene:26525	gene_biomarker	MONDO:0013626	NCBIGene:26525	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9325	gene_biomarker	MONDO:0014806	NCBIGene:9325	HPO_annotations	bridge_only	2026-06-29
NCBIGene:83987	gene_biomarker	MONDO:0013627	NCBIGene:83987	HPO_annotations	bridge_only	2026-06-29
NCBIGene:29940	gene_biomarker	MONDO:0014236	NCBIGene:29940	HPO_annotations	bridge_only	2026-06-29
NCBIGene:27077	gene_biomarker	MONDO:0013630	NCBIGene:27077	HPO_annotations	bridge_only	2026-06-29
NCBIGene:367	gene_biomarker	MONDO:0019154	NCBIGene:367	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1641	gene_biomarker	MONDO:0010239	NCBIGene:1641	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23676	gene_biomarker	MONDO:0010238	NCBIGene:23676	HPO_annotations	bridge_only	2026-06-29
NCBIGene:163183	gene_biomarker	MONDO:0014237	NCBIGene:163183	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51428	gene_biomarker	MONDO:0014809	NCBIGene:51428	HPO_annotations	bridge_only	2026-06-29
NCBIGene:80185	gene_biomarker	MONDO:0014238	NCBIGene:80185	HPO_annotations	bridge_only	2026-06-29
NCBIGene:55780	gene_biomarker	MONDO:0014240	NCBIGene:55780	HPO_annotations	bridge_only	2026-06-29
NCBIGene:547	gene_biomarker	MONDO:0013634	NCBIGene:547	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23065	gene_biomarker	MONDO:0014811	NCBIGene:23065	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5079	gene_biomarker	MONDO:0014241	NCBIGene:5079	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2626	gene_biomarker	MONDO:0014239	NCBIGene:2626	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10320	gene_biomarker	MONDO:0014810	NCBIGene:10320	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1376	gene_biomarker	MONDO:0013633	NCBIGene:1376	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11280	gene_biomarker	MONDO:0014244	NCBIGene:11280	HPO_annotations	bridge_only	2026-06-29
NCBIGene:128989	gene_biomarker	MONDO:0018820	NCBIGene:128989	HPO_annotations	bridge_only	2026-06-29
NCBIGene:79633	gene_biomarker	MONDO:0014242	NCBIGene:79633	HPO_annotations	bridge_only	2026-06-29
NCBIGene:54551	gene_biomarker	MONDO:0014243	NCBIGene:54551	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57572	gene_biomarker	MONDO:0013635	NCBIGene:57572	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1747	gene_biomarker	MONDO:0007093	NCBIGene:1747	HPO_annotations	bridge_only	2026-06-29
NCBIGene:773	gene_biomarker	MONDO:0020756	NCBIGene:773	HPO_annotations	bridge_only	2026-06-29
NCBIGene:242	gene_biomarker	MONDO:0009439	NCBIGene:242	HPO_annotations	bridge_only	2026-06-29
NCBIGene:59344	gene_biomarker	MONDO:0009439	NCBIGene:59344	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1302	gene_biomarker	MONDO:0012333	NCBIGene:1302	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6336	gene_biomarker	MONDO:0014246	NCBIGene:6336	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8863	gene_biomarker	MONDO:0014814	NCBIGene:8863	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11280	gene_biomarker	MONDO:0014247	NCBIGene:11280	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51501	gene_biomarker	MONDO:0014813	NCBIGene:51501	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6138	gene_biomarker	MONDO:0014245	NCBIGene:6138	HPO_annotations	bridge_only	2026-06-29
NCBIGene:81562	gene_biomarker	MONDO:0014815	NCBIGene:81562	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5618	gene_biomarker	MONDO:0014250	NCBIGene:5618	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3490	gene_biomarker	MONDO:0013640	NCBIGene:3490	HPO_annotations	bridge_only	2026-06-29
NCBIGene:25782	gene_biomarker	MONDO:0013641	NCBIGene:25782	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23443	gene_biomarker	MONDO:0014248	NCBIGene:23443	HPO_annotations	bridge_only	2026-06-29
NCBIGene:22931	gene_biomarker	MONDO:0013638	NCBIGene:22931	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5618	gene_biomarker	MONDO:0014249	NCBIGene:5618	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5580	gene_biomarker	MONDO:8000024	NCBIGene:5580	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1778	gene_biomarker	MONDO:0013644	NCBIGene:1778	HPO_annotations	bridge_only	2026-06-29
NCBIGene:255928	gene_biomarker	MONDO:0013645	NCBIGene:255928	HPO_annotations	bridge_only	2026-06-29
NCBIGene:57647	gene_biomarker	MONDO:8000015	NCBIGene:57647	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7100	gene_biomarker	MONDO:0014251	NCBIGene:7100	HPO_annotations	bridge_only	2026-06-29
NCBIGene:50937	gene_biomarker	MONDO:0013642	NCBIGene:50937	HPO_annotations	bridge_only	2026-06-29
NCBIGene:338	gene_biomarker	MONDO:0014252	NCBIGene:338	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5728	gene_biomarker	MONDO:0008021	NCBIGene:5728	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5290	gene_biomarker	MONDO:0008420	NCBIGene:5290	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51776	gene_biomarker	MONDO:0014816	NCBIGene:51776	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2316	gene_biomarker	MONDO:0010233	NCBIGene:2316	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2316	gene_biomarker	MONDO:0010232	NCBIGene:2316	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1857	gene_biomarker	MONDO:0014819	NCBIGene:1857	HPO_annotations	bridge_only	2026-06-29
NCBIGene:51124	gene_biomarker	MONDO:0031481	NCBIGene:51124	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23165	gene_biomarker	MONDO:0014818	NCBIGene:23165	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9688	gene_biomarker	MONDO:0014817	NCBIGene:9688	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5075	gene_biomarker	MONDO:0014254	NCBIGene:5075	HPO_annotations	bridge_only	2026-06-29
NCBIGene:629	gene_biomarker	MONDO:0014255	NCBIGene:629	HPO_annotations	bridge_only	2026-06-29
NCBIGene:202018	gene_biomarker	MONDO:0014821	NCBIGene:202018	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4976	gene_biomarker	MONDO:0014820	NCBIGene:4976	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4751	gene_biomarker	MONDO:0014256	NCBIGene:4751	HPO_annotations	bridge_only	2026-06-29
NCBIGene:190	gene_biomarker	MONDO:0010226	NCBIGene:190	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7137	gene_biomarker	MONDO:0007270	NCBIGene:7137	HPO_annotations	bridge_only	2026-06-29
NCBIGene:79934	gene_biomarker	MONDO:0014257	NCBIGene:79934	HPO_annotations	bridge_only	2026-06-29
NCBIGene:440	gene_biomarker	MONDO:0014258	NCBIGene:440	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4791	gene_biomarker	MONDO:0014260	NCBIGene:4791	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5538	gene_biomarker	MONDO:0009744	NCBIGene:5538	HPO_annotations	bridge_only	2026-06-29
NCBIGene:119559	gene_biomarker	MONDO:0014261	NCBIGene:119559	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6658	gene_biomarker	MONDO:0010712	NCBIGene:6658	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1203	gene_biomarker	MONDO:0009745	NCBIGene:1203	HPO_annotations	bridge_only	2026-06-29
NCBIGene:81545	gene_biomarker	MONDO:0014259	NCBIGene:81545	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9439	gene_biomarker	MONDO:0013651	NCBIGene:9439	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6103	gene_biomarker	MONDO:0010227	NCBIGene:6103	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4340	gene_biomarker	MONDO:0013652	NCBIGene:4340	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2902	gene_biomarker	MONDO:0013655	NCBIGene:2902	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7043	gene_biomarker	MONDO:0014262	NCBIGene:7043	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1981	gene_biomarker	MONDO:0013653	NCBIGene:1981	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4000	gene_biomarker	MONDO:0007269	NCBIGene:4000	HPO_annotations	bridge_only	2026-06-29
NCBIGene:22827	gene_biomarker	MONDO:0014263	NCBIGene:22827	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2036	gene_biomarker	MONDO:0013658	NCBIGene:2036	HPO_annotations	bridge_only	2026-06-29
NCBIGene:547	gene_biomarker	MONDO:0013656	NCBIGene:547	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10369	gene_biomarker	MONDO:0013657	NCBIGene:10369	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3299	gene_biomarker	MONDO:0007290	NCBIGene:3299	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3651	gene_biomarker	MONDO:0024547	NCBIGene:3651	HPO_annotations	bridge_only	2026-06-29
NCBIGene:26235	gene_biomarker	MONDO:0014198	NCBIGene:26235	HPO_annotations	bridge_only	2026-06-29
NCBIGene:776	gene_biomarker	MONDO:0014200	NCBIGene:776	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2775	gene_biomarker	MONDO:0014199	NCBIGene:2775	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23334	gene_biomarker	MONDO:0014201	NCBIGene:23334	HPO_annotations	bridge_only	2026-06-29
NCBIGene:121391	gene_biomarker	MONDO:0020717	NCBIGene:121391	HPO_annotations	bridge_only	2026-06-29
NCBIGene:91147	gene_biomarker	MONDO:0011202	NCBIGene:91147	HPO_annotations	bridge_only	2026-06-29
NCBIGene:197131	gene_biomarker	MONDO:0009479	NCBIGene:197131	HPO_annotations	bridge_only	2026-06-29
NCBIGene:89765	gene_biomarker	MONDO:0014202	NCBIGene:89765	HPO_annotations	bridge_only	2026-06-29
NCBIGene:161582	gene_biomarker	MONDO:0014203	NCBIGene:161582	HPO_annotations	bridge_only	2026-06-29
NCBIGene:80816	gene_biomarker	MONDO:0014205	NCBIGene:80816	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4141	gene_biomarker	MONDO:0014206	NCBIGene:4141	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5155	gene_biomarker	MONDO:0014204	NCBIGene:5155	HPO_annotations	bridge_only	2026-06-29
NCBIGene:56616	gene_biomarker	MONDO:0013593	NCBIGene:56616	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10528	gene_biomarker	MONDO:0013594	NCBIGene:10528	HPO_annotations	bridge_only	2026-06-29
NCBIGene:717	gene_biomarker	MONDO:0014207	NCBIGene:717	HPO_annotations	bridge_only	2026-06-29
NCBIGene:629	gene_biomarker	MONDO:0014207	NCBIGene:629	HPO_annotations	bridge_only	2026-06-29
NCBIGene:644	gene_biomarker	MONDO:0013595	NCBIGene:644	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5243	gene_biomarker	MONDO:0007348	NCBIGene:5243	HPO_annotations	bridge_only	2026-06-29
NCBIGene:100996717	gene_biomarker	MONDO:0011327	NCBIGene:100996717	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10165	gene_biomarker	MONDO:0011326	NCBIGene:10165	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2188	gene_biomarker	MONDO:0011325	NCBIGene:2188	HPO_annotations	bridge_only	2026-06-29
NCBIGene:288	gene_biomarker	MONDO:0014210	NCBIGene:288	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6772	gene_biomarker	MONDO:0013599	NCBIGene:6772	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23321	gene_biomarker	MONDO:0014208	NCBIGene:23321	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4089	gene_biomarker	MONDO:0015278	NCBIGene:4089	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3845	gene_biomarker	MONDO:0015278	NCBIGene:3845	HPO_annotations	bridge_only	2026-06-29
NCBIGene:91	gene_biomarker	MONDO:0015278	NCBIGene:91	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7157	gene_biomarker	MONDO:0015278	NCBIGene:7157	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6794	gene_biomarker	MONDO:0015278	NCBIGene:6794	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7345	gene_biomarker	MONDO:0014209	NCBIGene:7345	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2660	gene_biomarker	MONDO:0013598	NCBIGene:2660	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6389	gene_biomarker	MONDO:0013602	NCBIGene:6389	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5105	gene_biomarker	MONDO:0009866	NCBIGene:5105	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1407	gene_biomarker	MONDO:0800001	NCBIGene:1407	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2876	gene_biomarker	MONDO:0013601	NCBIGene:2876	HPO_annotations	bridge_only	2026-06-29
NCBIGene:84146	gene_biomarker	MONDO:0013604	NCBIGene:84146	HPO_annotations	bridge_only	2026-06-29
NCBIGene:90167	gene_biomarker	MONDO:0010693	NCBIGene:90167	HPO_annotations	bridge_only	2026-06-29
NCBIGene:23347	gene_biomarker	MONDO:0011323	NCBIGene:23347	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2624	gene_biomarker	MONDO:0013607	NCBIGene:2624	HPO_annotations	bridge_only	2026-06-29
NCBIGene:79600	gene_biomarker	MONDO:0013608	NCBIGene:79600	HPO_annotations	bridge_only	2026-06-29
NCBIGene:11107	gene_biomarker	MONDO:0013605	NCBIGene:11107	HPO_annotations	bridge_only	2026-06-29
NCBIGene:26258	gene_biomarker	MONDO:0013606	NCBIGene:26258	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5224	gene_biomarker	MONDO:0009865	NCBIGene:5224	HPO_annotations	bridge_only	2026-06-29
NCBIGene:80776	gene_biomarker	MONDO:0013609	NCBIGene:80776	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1201	gene_biomarker	MONDO:0008767	NCBIGene:1201	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6392	gene_biomarker	MONDO:0008192	NCBIGene:6392	HPO_annotations	bridge_only	2026-06-29
NCBIGene:126410	gene_biomarker	MONDO:0011485	NCBIGene:126410	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4322	gene_biomarker	MONDO:0011198	NCBIGene:4322	HPO_annotations	bridge_only	2026-06-29
NCBIGene:26154	gene_biomarker	MONDO:0009443	NCBIGene:26154	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7401	gene_biomarker	MONDO:0013610	NCBIGene:7401	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4117	gene_biomarker	MONDO:0013611	NCBIGene:4117	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3590	gene_biomarker	MONDO:0013615	NCBIGene:3590	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2200	gene_biomarker	MONDO:0013612	NCBIGene:2200	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3769	gene_biomarker	MONDO:0013613	NCBIGene:3769	HPO_annotations	bridge_only	2026-06-29
NCBIGene:10345	gene_biomarker	MONDO:0011484	NCBIGene:10345	HPO_annotations	bridge_only	2026-06-29
NCBIGene:845	gene_biomarker	MONDO:0011484	NCBIGene:845	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6262	gene_biomarker	MONDO:0011484	NCBIGene:6262	HPO_annotations	bridge_only	2026-06-29
NCBIGene:9049	gene_biomarker	MONDO:0007052	NCBIGene:9049	HPO_annotations	bridge_only	2026-06-29
NCBIGene:8622	gene_biomarker	MONDO:0013616	NCBIGene:8622	HPO_annotations	bridge_only	2026-06-29
NCBIGene:7124	gene_biomarker	MONDO:0008000	NCBIGene:7124	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1909	gene_biomarker	MONDO:0008000	NCBIGene:1909	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2099	gene_biomarker	MONDO:0008000	NCBIGene:2099	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1674	gene_biomarker	MONDO:0011482	NCBIGene:1674	HPO_annotations	bridge_only	2026-06-29
NCBIGene:30813	gene_biomarker	MONDO:0013618	NCBIGene:30813	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6329	gene_biomarker	MONDO:0013620	NCBIGene:6329	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3913	gene_biomarker	MONDO:0013621	NCBIGene:3913	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5800	gene_biomarker	MONDO:0013619	NCBIGene:5800	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1749	gene_biomarker	MONDO:0008464	NCBIGene:1749	HPO_annotations	bridge_only	2026-06-29
NCBIGene:4488	gene_biomarker	MONDO:0011481	NCBIGene:4488	HPO_annotations	bridge_only	2026-06-29
NCBIGene:5573	gene_biomarker	MONDO:0008057	NCBIGene:5573	HPO_annotations	bridge_only	2026-06-29
NCBIGene:2720	gene_biomarker	MONDO:0009260	NCBIGene:2720	HPO_annotations	bridge_only	2026-06-29
NCBIGene:6533	gene_biomarker	MONDO:0007777	NCBIGene:6533	HPO_annotations	bridge_only	2026-06-29
NCBIGene:1585	gene_biomarker	MONDO:0012524	NCBIGene:1585	HPO_annotations	bridge_only	2026-06-29
NCBIGene:3339	gene_biomarker	MONDO:0100435	NCBIGene:3339	HPO_annotations	bridge_only	2026-06-29
NCBIGene:845	gene_biomarker	MONDO:0012762	NCBIGene:845	HPO_annotations	bridge_only	2026-06-29
